Current       Voltage         Power         Tempreture        Humidity          Flux          Illuminance         LM35-1      LM35-2        SNo.      LM35-3      LM35-4
        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.28*C        1448        13.75*C        19.33*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.28*C        1449        6.12*C        15.57*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.17*C        1450        13.96*C        19.87*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1451        9.45*C        17.51*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.28*C        1452        9.77*C        17.72*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.17*C        1453        15.79*C        20.95*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.28*C        1454        11.82*C        18.58*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.28*C        1455        16.33*C        21.70*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.17*C        1456        18.37*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1457        14.39*C        20.41*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.06*C        1458        9.45*C        17.40*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1459        39.96*C        36.84*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.28*C        1460        11.28*C        18.58*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1461        10.42*C        18.26*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.06*C        1462        22.56*C        24.70*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.06*C        1463        34.59*C        32.01*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.92*C        11.06*C        1464        15.25*C        19.98*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.92*C        11.17*C        1465        16.54*C        21.91*C

        25.00*A        0.05*mV        1.25*Watt        30.00*C        15.00%        54612.00*LX        431.43*W/m2        11.92*C        11.06*C        1466        17.40*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.06*C        1467        50.70*C        42.43*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        10.96*C        1468        82.60*C        63.69*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.06*C        1469        19.12*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.06*C        1470        9.99*C        17.62*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.06*C        1471        26.21*C        26.21*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        12.03*C        11.06*C        1472        43.72*C        37.81*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.06*C        1473        38.67*C        34.37*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.92*C        11.06*C        1474        16.22*C        21.16*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.06*C        1475        24.70*C        24.81*C

        25.00*A        0.05*mV        1.25*Watt        31.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.06*C        1476        41.46*C        35.45*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.06*C        1477        49.73*C        42.00*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.71*C        11.06*C        1478        79.59*C        59.72*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1479        10.53*C        18.58*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        10.96*C        1480        70.68*C        55.42*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1481        51.99*C        42.53*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.06*C        1482        31.36*C        30.08*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1483        24.92*C        26.21*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1484        30.61*C        29.75*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1485        41.03*C        35.23*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1486        26.10*C        26.64*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1487        28.36*C        28.14*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.06*C        1488        50.05*C        42.86*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1489        38.56*C        34.59*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.06*C        1490        1.50*C        12.14*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.06*C        1491        2.47*C        13.64*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1492        12.78*C        19.23*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.17*C        1493        82.38*C        62.84*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.17*C        1494        65.74*C        52.31*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1495        2.58*C        13.86*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1496        49.73*C        41.46*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.17*C        1497        19.23*C        23.31*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1498        30.18*C        29.43*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.71*C        11.28*C        1499        21.70*C        24.06*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1500        22.23*C        23.95*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.82*C        11.17*C        1501        50.38*C        42.21*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.92*C        11.28*C        1502        37.06*C        32.65*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.92*C        11.28*C        1503        23.42*C        25.46*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        34688.00*LX        274.04*W/m2        11.92*C        11.39*C        1504        59.72*C        47.48*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        12928.00*LX        102.13*W/m2        12.03*C        11.39*C        1505        42.53*C        36.84*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        12.03*C        11.28*C        1506        49.19*C        40.49*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        12.03*C        11.28*C        1507        21.27*C        23.42*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        12.14*C        11.39*C        1508        60.79*C        48.44*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        12.24*C        11.28*C        1509        14.61*C        19.23*C
